sample	strainID	genus	species	count	count_norm
HAMBI0235	HAMBI_1896	NA	NA	38	64
HAMBI0235	HAMBI_1923	NA	NA	2597	2954
HAMBI0235	HAMBI_1972	NA	NA	14190	9686
HAMBI0235	HAMBI_1977	NA	NA	1530	2088
HAMBI0235	HAMBI_1988	NA	NA	0	0
HAMBI0235	HAMBI_2159	NA	NA	0	0
HAMBI0235	HAMBI_2160	NA	NA	32	72
HAMBI0235	HAMBI_2164	NA	NA	0	0
HAMBI0235	HAMBI_2443	NA	NA	0	0
HAMBI0235	HAMBI_2494	NA	NA	5	8
HAMBI0235	HAMBI_2659	NA	NA	5049	8616
HAMBI0235	HAMBI_2792	NA	NA	0	0
HAMBI0235	HAMBI_3031	NA	NA	0	0
HAMBI0235	HAMBI_3237	NA	NA	0	0
HAMBI0236	HAMBI_0006	NA	NA	53	52
HAMBI0236	HAMBI_0097	NA	NA	0	0
HAMBI0236	HAMBI_0105	NA	NA	352	604
HAMBI0236	HAMBI_0262	NA	NA	0	0
HAMBI0236	HAMBI_0403	NA	NA	1004	766
HAMBI0236	HAMBI_1279	NA	NA	45	44
HAMBI0236	HAMBI_1287	NA	NA	2506	2460
HAMBI0236	HAMBI_1292	NA	NA	1705	1674
HAMBI0236	HAMBI_1299	NA	NA	7	6
HAMBI0236	HAMBI_1842	NA	NA	0	0
HAMBI0236	HAMBI_1896	NA	NA	0	0
HAMBI0236	HAMBI_1923	NA	NA	3647	4177
HAMBI0236	HAMBI_1972	NA	NA	12929	8886
HAMBI0236	HAMBI_1977	NA	NA	1094	1503
HAMBI0236	HAMBI_1988	NA	NA	0	0
HAMBI0236	HAMBI_2159	NA	NA	0	0
HAMBI0236	HAMBI_2160	NA	NA	6	13
HAMBI0236	HAMBI_2164	NA	NA	0	0
HAMBI0236	HAMBI_2443	NA	NA	0	0
HAMBI0236	HAMBI_2494	NA	NA	29	49
HAMBI0236	HAMBI_2659	NA	NA	4365	7500
HAMBI0236	HAMBI_2792	NA	NA	0	0
HAMBI0236	HAMBI_3031	NA	NA	0	0
HAMBI0236	HAMBI_3237	NA	NA	0	0
HAMBI0237	HAMBI_0006	NA	NA	29	24
HAMBI0237	HAMBI_0097	NA	NA	0	0
HAMBI0237	HAMBI_0105	NA	NA	600	877
HAMBI0237	HAMBI_0262	NA	NA	0	0
HAMBI0237	HAMBI_0403	NA	NA	871	566
HAMBI0237	HAMBI_1279	NA	NA	26	21
HAMBI0237	HAMBI_1287	NA	NA	3364	2810
HAMBI0237	HAMBI_1292	NA	NA	5245	4382
HAMBI0237	HAMBI_1299	NA	NA	6	4
HAMBI0237	HAMBI_1842	NA	NA	0	0
HAMBI0237	HAMBI_1896	NA	NA	223	326
HAMBI0237	HAMBI_1923	NA	NA	3514	3425
HAMBI0237	HAMBI_1972	NA	NA	4336	2536
HAMBI0237	HAMBI_1977	NA	NA	2992	3499
HAMBI0237	HAMBI_1988	NA	NA	0	0
HAMBI0237	HAMBI_2159	NA	NA	0	0
HAMBI0237	HAMBI_2160	NA	NA	127	247
HAMBI0237	HAMBI_2164	NA	NA	0	0
HAMBI0237	HAMBI_2443	NA	NA	0	0
HAMBI0237	HAMBI_2494	NA	NA	50	73
HAMBI0237	HAMBI_2659	NA	NA	5600	8188
HAMBI0237	HAMBI_2792	NA	NA	0	0
HAMBI0237	HAMBI_3031	NA	NA	0	0
HAMBI0237	HAMBI_3237	NA	NA	0	0
HAMBI0238	HAMBI_0006	NA	NA	2	1
HAMBI0238	HAMBI_0097	NA	NA	0	0
HAMBI0238	HAMBI_0105	NA	NA	763	1258
HAMBI0238	HAMBI_0262	NA	NA	0	0
HAMBI0238	HAMBI_0403	NA	NA	1380	1011
HAMBI0238	HAMBI_1279	NA	NA	42	39
HAMBI0238	HAMBI_1287	NA	NA	1756	1654
HAMBI0238	HAMBI_1292	NA	NA	1504	1417
HAMBI0238	HAMBI_1299	NA	NA	15	12
HAMBI0238	HAMBI_1842	NA	NA	0	0
HAMBI0238	HAMBI_1896	NA	NA	30	49
HAMBI0238	HAMBI_1923	NA	NA	2285	2512
HAMBI0238	HAMBI_1972	NA	NA	18311	12078
HAMBI0238	HAMBI_1977	NA	NA	2190	2889
HAMBI0238	HAMBI_1988	NA	NA	0	0
HAMBI0238	HAMBI_2159	NA	NA	0	0
HAMBI0238	HAMBI_2160	NA	NA	9	19
HAMBI0238	HAMBI_2164	NA	NA	0	0
HAMBI0238	HAMBI_2443	NA	NA	0	0
HAMBI0238	HAMBI_2494	NA	NA	2	3
HAMBI0238	HAMBI_2659	NA	NA	8228	13568
HAMBI0238	HAMBI_2792	NA	NA	0	0
HAMBI0238	HAMBI_3031	NA	NA	0	0
HAMBI0238	HAMBI_3237	NA	NA	0	0
HAMBI0239	HAMBI_0006	NA	NA	5	4
HAMBI0239	HAMBI_0097	NA	NA	0	0
HAMBI0239	HAMBI_0105	NA	NA	1308	1853
HAMBI0239	HAMBI_0262	NA	NA	0	0
HAMBI0239	HAMBI_0403	NA	NA	1217	766
HAMBI0239	HAMBI_1279	NA	NA	30	24
HAMBI0239	HAMBI_1287	NA	NA	15924	12894
HAMBI0239	HAMBI_1292	NA	NA	806	652
HAMBI0239	HAMBI_1299	NA	NA	8	5
HAMBI0239	HAMBI_1842	NA	NA	0	0
HAMBI0239	HAMBI_1896	NA	NA	1985	2812
HAMBI0239	HAMBI_1923	NA	NA	2794	2639
HAMBI0239	HAMBI_1972	NA	NA	1613	914
HAMBI0239	HAMBI_1977	NA	NA	1185	1343
HAMBI0239	HAMBI_1988	NA	NA	0	0
HAMBI0239	HAMBI_2159	NA	NA	0	0
HAMBI0239	HAMBI_2160	NA	NA	10	18
HAMBI0239	HAMBI_2164	NA	NA	0	0
HAMBI0239	HAMBI_2443	NA	NA	0	0
HAMBI0239	HAMBI_2494	NA	NA	10	14
HAMBI0239	HAMBI_2659	NA	NA	7078	10029
HAMBI0239	HAMBI_2792	NA	NA	0	0
HAMBI0239	HAMBI_3031	NA	NA	0	0
HAMBI0239	HAMBI_3237	NA	NA	0	0
HAMBI0240	HAMBI_0006	NA	NA	55	43
HAMBI0240	HAMBI_0097	NA	NA	0	0
HAMBI0240	HAMBI_0105	NA	NA	561	773
HAMBI0240	HAMBI_0262	NA	NA	0	0
HAMBI0240	HAMBI_0403	NA	NA	274	167
HAMBI0240	HAMBI_1279	NA	NA	43	33
HAMBI0240	HAMBI_1287	NA	NA	5041	3969
HAMBI0240	HAMBI_1292	NA	NA	507	399
HAMBI0240	HAMBI_1299	NA	NA	11	7
HAMBI0240	HAMBI_1842	NA	NA	0	0
HAMBI0240	HAMBI_1896	NA	NA	26	35
HAMBI0240	HAMBI_1923	NA	NA	3252	2987
HAMBI0240	HAMBI_1972	NA	NA	4699	2590
HAMBI0240	HAMBI_1977	NA	NA	2502	2758
HAMBI0240	HAMBI_1988	NA	NA	0	0
HAMBI0240	HAMBI_2159	NA	NA	0	0
HAMBI0240	HAMBI_2160	NA	NA	17	31
HAMBI0240	HAMBI_2164	NA	NA	0	0
HAMBI0240	HAMBI_2443	NA	NA	0	0
HAMBI0240	HAMBI_2494	NA	NA	0	0
HAMBI0240	HAMBI_2659	NA	NA	8441	11631
HAMBI0240	HAMBI_2792	NA	NA	0	0
HAMBI0240	HAMBI_3031	NA	NA	0	0
HAMBI0240	HAMBI_3237	NA	NA	0	0
HAMBI0241	HAMBI_0006	NA	NA	1	0
HAMBI0241	HAMBI_0097	NA	NA	0	0
HAMBI0241	HAMBI_0105	NA	NA	0	0
HAMBI0241	HAMBI_0262	NA	NA	0	0
HAMBI0241	HAMBI_0403	NA	NA	1	0
HAMBI0241	HAMBI_1279	NA	NA	0	0
HAMBI0241	HAMBI_1287	NA	NA	27	19
HAMBI0241	HAMBI_1292	NA	NA	7	5
HAMBI0241	HAMBI_1299	NA	NA	0	0
HAMBI0241	HAMBI_1842	NA	NA	0	0
HAMBI0241	HAMBI_1896	NA	NA	0	0
HAMBI0241	HAMBI_1923	NA	NA	3	2
HAMBI0241	HAMBI_1972	NA	NA	3	1
HAMBI0241	HAMBI_1977	NA	NA	4	4
HAMBI0241	HAMBI_1988	NA	NA	0	0
HAMBI0241	HAMBI_2159	NA	NA	0	0
HAMBI0241	HAMBI_2160	NA	NA	2	3
HAMBI0241	HAMBI_2164	NA	NA	0	0
HAMBI0241	HAMBI_2443	NA	NA	0	0
HAMBI0241	HAMBI_2494	NA	NA	0	0
HAMBI0241	HAMBI_2659	NA	NA	34	43
HAMBI0241	HAMBI_2792	NA	NA	0	0
HAMBI0241	HAMBI_3031	NA	NA	0	0
HAMBI0241	HAMBI_3237	NA	NA	0	0
HAMBI0242	HAMBI_0006	NA	NA	0	0
HAMBI0242	HAMBI_0097	NA	NA	0	0
HAMBI0242	HAMBI_0105	NA	NA	0	0
HAMBI0242	HAMBI_0262	NA	NA	0	0
HAMBI0242	HAMBI_0403	NA	NA	0	0
HAMBI0242	HAMBI_1279	NA	NA	0	0
HAMBI0242	HAMBI_1287	NA	NA	7	5
HAMBI0242	HAMBI_1292	NA	NA	5	3
HAMBI0242	HAMBI_1299	NA	NA	0	0
HAMBI0242	HAMBI_1842	NA	NA	0	0
HAMBI0242	HAMBI_1896	NA	NA	0	0
HAMBI0242	HAMBI_1923	NA	NA	1	0
HAMBI0242	HAMBI_1972	NA	NA	2	1
HAMBI0242	HAMBI_1977	NA	NA	1	1
HAMBI0242	HAMBI_1988	NA	NA	0	0
HAMBI0242	HAMBI_2159	NA	NA	0	0
HAMBI0242	HAMBI_2160	NA	NA	1	1
HAMBI0242	HAMBI_2164	NA	NA	0	0
HAMBI0242	HAMBI_2443	NA	NA	0	0
HAMBI0242	HAMBI_2494	NA	NA	0	0
HAMBI0242	HAMBI_2659	NA	NA	6	8
HAMBI0242	HAMBI_2792	NA	NA	0	0
HAMBI0242	HAMBI_3031	NA	NA	0	0
HAMBI0242	HAMBI_3237	NA	NA	0	0
HAMBI0243	HAMBI_0006	NA	NA	0	0
HAMBI0243	HAMBI_0097	NA	NA	0	0
HAMBI0243	HAMBI_0105	NA	NA	0	0
HAMBI0243	HAMBI_0262	NA	NA	0	0
HAMBI0243	HAMBI_0403	NA	NA	0	0
HAMBI0243	HAMBI_1279	NA	NA	0	0
HAMBI0243	HAMBI_1287	NA	NA	2	1
HAMBI0243	HAMBI_1292	NA	NA	1	0
HAMBI0243	HAMBI_1299	NA	NA	0	0
HAMBI0243	HAMBI_1842	NA	NA	1	1
HAMBI0243	HAMBI_1896	NA	NA	0	0
HAMBI0243	HAMBI_1923	NA	NA	1	0
HAMBI0243	HAMBI_1972	NA	NA	3	1
HAMBI0243	HAMBI_1977	NA	NA	0	0
HAMBI0243	HAMBI_1988	NA	NA	0	0
HAMBI0243	HAMBI_2159	NA	NA	0	0
HAMBI0243	HAMBI_2160	NA	NA	1	1
HAMBI0243	HAMBI_2164	NA	NA	0	0
HAMBI0243	HAMBI_2443	NA	NA	0	0
HAMBI0243	HAMBI_2494	NA	NA	0	0
HAMBI0243	HAMBI_2659	NA	NA	3	4
HAMBI0243	HAMBI_2792	NA	NA	0	0
HAMBI0243	HAMBI_3031	NA	NA	0	0
HAMBI0243	HAMBI_3237	NA	NA	0	0
HAMBI0244	HAMBI_0006	NA	NA	4	2
HAMBI0244	HAMBI_0097	NA	NA	0	0
HAMBI0244	HAMBI_0105	NA	NA	699	836
HAMBI0244	HAMBI_0262	NA	NA	0	0
HAMBI0244	HAMBI_0403	NA	NA	470	249
HAMBI0244	HAMBI_1279	NA	NA	9	6
HAMBI0244	HAMBI_1287	NA	NA	3872	2647
HAMBI0244	HAMBI_1292	NA	NA	1311	896
HAMBI0244	HAMBI_1299	NA	NA	5	2
HAMBI0244	HAMBI_1842	NA	NA	1	1
HAMBI0244	HAMBI_1896	NA	NA	1321	1580
HAMBI0244	HAMBI_1923	NA	NA	2601	2075
HAMBI0244	HAMBI_1972	NA	NA	753	360
HAMBI0244	HAMBI_1977	NA	NA	489	468
HAMBI0244	HAMBI_1988	NA	NA	0	0
HAMBI0244	HAMBI_2159	NA	NA	2	2
HAMBI0244	HAMBI_2160	NA	NA	83	132
HAMBI0244	HAMBI_2164	NA	NA	6	5
HAMBI0244	HAMBI_2443	NA	NA	0	0
HAMBI0244	HAMBI_2494	NA	NA	79	94
HAMBI0244	HAMBI_2659	NA	NA	11906	14247
HAMBI0244	HAMBI_2792	NA	NA	0	0
HAMBI0244	HAMBI_3031	NA	NA	0	0
HAMBI0244	HAMBI_3237	NA	NA	0	0
HAMBI0245	HAMBI_0006	NA	NA	0	0
HAMBI0245	HAMBI_0097	NA	NA	0	0
HAMBI0245	HAMBI_0105	NA	NA	0	0
HAMBI0245	HAMBI_0262	NA	NA	0	0
HAMBI0245	HAMBI_0403	NA	NA	0	0
HAMBI0245	HAMBI_1279	NA	NA	0	0
HAMBI0245	HAMBI_1287	NA	NA	0	0
HAMBI0245	HAMBI_1292	NA	NA	1	0
HAMBI0245	HAMBI_1299	NA	NA	0	0
HAMBI0245	HAMBI_1842	NA	NA	0	0
HAMBI0245	HAMBI_1896	NA	NA	1	1
HAMBI0245	HAMBI_1923	NA	NA	2	1
HAMBI0245	HAMBI_1972	NA	NA	0	0
HAMBI0245	HAMBI_1977	NA	NA	0	0
HAMBI0245	HAMBI_1988	NA	NA	0	0
HAMBI0245	HAMBI_2159	NA	NA	0	0
HAMBI0245	HAMBI_2160	NA	NA	0	0
HAMBI0245	HAMBI_2164	NA	NA	0	0
HAMBI0245	HAMBI_2443	NA	NA	0	0
HAMBI0245	HAMBI_2494	NA	NA	0	0
HAMBI0245	HAMBI_2659	NA	NA	4	4
HAMBI0245	HAMBI_2792	NA	NA	0	0
HAMBI0245	HAMBI_3031	NA	NA	0	0
HAMBI0245	HAMBI_3237	NA	NA	0	0
HAMBI0246	HAMBI_0006	NA	NA	0	0
HAMBI0246	HAMBI_0097	NA	NA	0	0
HAMBI0246	HAMBI_0105	NA	NA	667	806
HAMBI0246	HAMBI_0262	NA	NA	0	0
HAMBI0246	HAMBI_0403	NA	NA	237	127
HAMBI0246	HAMBI_1279	NA	NA	8	5
HAMBI0246	HAMBI_1287	NA	NA	3429	2368
HAMBI0246	HAMBI_1292	NA	NA	766	529
HAMBI0246	HAMBI_1299	NA	NA	5	3
HAMBI0246	HAMBI_1842	NA	NA	0	0
HAMBI0246	HAMBI_1896	NA	NA	1671	2020
HAMBI0246	HAMBI_1923	NA	NA	2054	1655
HAMBI0246	HAMBI_1972	NA	NA	1113	538
HAMBI0246	HAMBI_1977	NA	NA	384	371
HAMBI0246	HAMBI_1988	NA	NA	0	0
HAMBI0246	HAMBI_2159	NA	NA	0	0
HAMBI0246	HAMBI_2160	NA	NA	36	58
HAMBI0246	HAMBI_2164	NA	NA	11	10
HAMBI0246	HAMBI_2443	NA	NA	0	0
HAMBI0246	HAMBI_2494	NA	NA	64	77
HAMBI0246	HAMBI_2659	NA	NA	8972	10845
HAMBI0246	HAMBI_2792	NA	NA	0	0
HAMBI0246	HAMBI_3031	NA	NA	0	0
HAMBI0246	HAMBI_3237	NA	NA	0	0
HAMBI0247	HAMBI_0006	NA	NA	1	1
HAMBI0247	HAMBI_0097	NA	NA	0	0
HAMBI0247	HAMBI_0105	NA	NA	287	503
HAMBI0247	HAMBI_0262	NA	NA	0	0
HAMBI0247	HAMBI_0403	NA	NA	474	369
HAMBI0247	HAMBI_1279	NA	NA	22	22
HAMBI0247	HAMBI_1287	NA	NA	917	918
HAMBI0247	HAMBI_1292	NA	NA	1798	1801
HAMBI0247	HAMBI_1299	NA	NA	2	1
HAMBI0247	HAMBI_1842	NA	NA	0	0
HAMBI0247	HAMBI_1896	NA	NA	21	36
HAMBI0247	HAMBI_1923	NA	NA	2731	3192
HAMBI0247	HAMBI_1972	NA	NA	15940	11180
HAMBI0247	HAMBI_1977	NA	NA	1978	2774
HAMBI0247	HAMBI_1988	NA	NA	0	0
HAMBI0247	HAMBI_2159	NA	NA	0	0
HAMBI0247	HAMBI_2160	NA	NA	21	49
HAMBI0247	HAMBI_2164	NA	NA	1	1
HAMBI0247	HAMBI_2443	NA	NA	0	0
HAMBI0247	HAMBI_2494	NA	NA	0	0
HAMBI0247	HAMBI_2659	NA	NA	4431	7770
HAMBI0247	HAMBI_2792	NA	NA	0	0
HAMBI0247	HAMBI_3031	NA	NA	0	0
HAMBI0247	HAMBI_3237	NA	NA	0	0
HAMBI0248	HAMBI_0006	NA	NA	29	29
HAMBI0248	HAMBI_0097	NA	NA	1	1
HAMBI0248	HAMBI_0105	NA	NA	362	635
HAMBI0248	HAMBI_0262	NA	NA	0	0
HAMBI0248	HAMBI_0403	NA	NA	736	574
HAMBI0248	HAMBI_1279	NA	NA	33	33
HAMBI0248	HAMBI_1287	NA	NA	2208	2215
HAMBI0248	HAMBI_1292	NA	NA	2353	2361
HAMBI0248	HAMBI_1299	NA	NA	15	13
HAMBI0248	HAMBI_1842	NA	NA	0	0
HAMBI0248	HAMBI_1896	NA	NA	4	7
HAMBI0248	HAMBI_1923	NA	NA	4077	4772
HAMBI0248	HAMBI_1972	NA	NA	13623	9568
HAMBI0248	HAMBI_1977	NA	NA	1334	1873
HAMBI0248	HAMBI_1988	NA	NA	0	0
HAMBI0248	HAMBI_2159	NA	NA	0	0
HAMBI0248	HAMBI_2160	NA	NA	7	16
HAMBI0248	HAMBI_2164	NA	NA	0	0
HAMBI0248	HAMBI_2443	NA	NA	0	0
HAMBI0248	HAMBI_2494	NA	NA	44	77
HAMBI0248	HAMBI_2659	NA	NA	3501	6147
HAMBI0248	HAMBI_2792	NA	NA	0	0
HAMBI0248	HAMBI_3031	NA	NA	0	0
HAMBI0248	HAMBI_3237	NA	NA	0	0
HAMBI0249	HAMBI_0006	NA	NA	16	13
HAMBI0249	HAMBI_0097	NA	NA	0	0
HAMBI0249	HAMBI_0105	NA	NA	544	826
HAMBI0249	HAMBI_0262	NA	NA	0	0
HAMBI0249	HAMBI_0403	NA	NA	602	406
HAMBI0249	HAMBI_1279	NA	NA	39	33
HAMBI0249	HAMBI_1287	NA	NA	5047	4383
HAMBI0249	HAMBI_1292	NA	NA	5520	4794
HAMBI0249	HAMBI_1299	NA	NA	13	9
HAMBI0249	HAMBI_1842	NA	NA	0	0
HAMBI0249	HAMBI_1896	NA	NA	199	302
HAMBI0249	HAMBI_1923	NA	NA	3863	3914
HAMBI0249	HAMBI_1972	NA	NA	5262	3199
HAMBI0249	HAMBI_1977	NA	NA	2526	3071
HAMBI0249	HAMBI_1988	NA	NA	0	0
HAMBI0249	HAMBI_2159	NA	NA	0	0
HAMBI0249	HAMBI_2160	NA	NA	159	322
HAMBI0249	HAMBI_2164	NA	NA	0	0
HAMBI0249	HAMBI_2443	NA	NA	0	0
HAMBI0249	HAMBI_2494	NA	NA	76	115
HAMBI0249	HAMBI_2659	NA	NA	4753	7224
HAMBI0249	HAMBI_2792	NA	NA	0	0
HAMBI0249	HAMBI_3031	NA	NA	0	0
HAMBI0249	HAMBI_3237	NA	NA	0	0
HAMBI0250	HAMBI_0006	NA	NA	4	3
HAMBI0250	HAMBI_0097	NA	NA	0	0
HAMBI0250	HAMBI_0105	NA	NA	602	965
HAMBI0250	HAMBI_0262	NA	NA	0	0
HAMBI0250	HAMBI_0403	NA	NA	742	528
HAMBI0250	HAMBI_1279	NA	NA	40	36
HAMBI0250	HAMBI_1287	NA	NA	1824	1671
HAMBI0250	HAMBI_1292	NA	NA	1757	1609
HAMBI0250	HAMBI_1299	NA	NA	8	6
HAMBI0250	HAMBI_1842	NA	NA	0	0
HAMBI0250	HAMBI_1896	NA	NA	329	527
HAMBI0250	HAMBI_1923	NA	NA	2847	3043
HAMBI0250	HAMBI_1972	NA	NA	17478	11209
HAMBI0250	HAMBI_1977	NA	NA	2380	3052
HAMBI0250	HAMBI_1988	NA	NA	0	0
HAMBI0250	HAMBI_2159	NA	NA	0	0
HAMBI0250	HAMBI_2160	NA	NA	31	66
HAMBI0250	HAMBI_2164	NA	NA	0	0
HAMBI0250	HAMBI_2443	NA	NA	0	0
HAMBI0250	HAMBI_2494	NA	NA	0	0
HAMBI0250	HAMBI_2659	NA	NA	8820	14141
HAMBI0250	HAMBI_2792	NA	NA	0	0
HAMBI0250	HAMBI_3031	NA	NA	0	0
HAMBI0250	HAMBI_3237	NA	NA	0	0
HAMBI0251	HAMBI_0006	NA	NA	4	3
HAMBI0251	HAMBI_0097	NA	NA	0	0
HAMBI0251	HAMBI_0105	NA	NA	567	788
HAMBI0251	HAMBI_0262	NA	NA	0	0
HAMBI0251	HAMBI_0403	NA	NA	500	309
HAMBI0251	HAMBI_1279	NA	NA	13	10
HAMBI0251	HAMBI_1287	NA	NA	6602	5247
HAMBI0251	HAMBI_1292	NA	NA	706	561
HAMBI0251	HAMBI_1299	NA	NA	3	2
HAMBI0251	HAMBI_1842	NA	NA	0	0
HAMBI0251	HAMBI_1896	NA	NA	1052	1463
HAMBI0251	HAMBI_1923	NA	NA	925	857
HAMBI0251	HAMBI_1972	NA	NA	607	337
HAMBI0251	HAMBI_1977	NA	NA	563	626
HAMBI0251	HAMBI_1988	NA	NA	0	0
HAMBI0251	HAMBI_2159	NA	NA	0	0
HAMBI0251	HAMBI_2160	NA	NA	14	25
HAMBI0251	HAMBI_2164	NA	NA	0	0
HAMBI0251	HAMBI_2443	NA	NA	0	0
HAMBI0251	HAMBI_2494	NA	NA	10	13
HAMBI0251	HAMBI_2659	NA	NA	3370	4687
HAMBI0251	HAMBI_2792	NA	NA	0	0
HAMBI0251	HAMBI_3031	NA	NA	0	0
HAMBI0251	HAMBI_3237	NA	NA	0	0
HAMBI0252	HAMBI_0006	NA	NA	18	14
HAMBI0252	HAMBI_0097	NA	NA	0	0
HAMBI0252	HAMBI_0105	NA	NA	608	859
HAMBI0252	HAMBI_0262	NA	NA	0	0
HAMBI0252	HAMBI_0403	NA	NA	317	199
HAMBI0252	HAMBI_1279	NA	NA	35	28
HAMBI0252	HAMBI_1287	NA	NA	4645	3753
HAMBI0252	HAMBI_1292	NA	NA	523	422
HAMBI0252	HAMBI_1299	NA	NA	10	7
HAMBI0252	HAMBI_1842	NA	NA	0	0
HAMBI0252	HAMBI_1896	NA	NA	132	186
HAMBI0252	HAMBI_1923	NA	NA	3222	3037
HAMBI0252	HAMBI_1972	NA	NA	5723	3236
HAMBI0252	HAMBI_1977	NA	NA	2177	2462
HAMBI0252	HAMBI_1988	NA	NA	0	0
HAMBI0252	HAMBI_2159	NA	NA	0	0
HAMBI0252	HAMBI_2160	NA	NA	7	13
HAMBI0252	HAMBI_2164	NA	NA	0	0
HAMBI0252	HAMBI_2443	NA	NA	0	0
HAMBI0252	HAMBI_2494	NA	NA	1	1
HAMBI0252	HAMBI_2659	NA	NA	7718	10913
HAMBI0252	HAMBI_2792	NA	NA	0	0
HAMBI0252	HAMBI_3031	NA	NA	0	0
HAMBI0252	HAMBI_3237	NA	NA	0	0
HAMBI0253	HAMBI_0006	NA	NA	183	128
HAMBI0253	HAMBI_0097	NA	NA	0	0
HAMBI0253	HAMBI_0105	NA	NA	690	849
HAMBI0253	HAMBI_0262	NA	NA	0	0
HAMBI0253	HAMBI_0403	NA	NA	248	135
HAMBI0253	HAMBI_1279	NA	NA	13	9
HAMBI0253	HAMBI_1287	NA	NA	5117	3599
HAMBI0253	HAMBI_1292	NA	NA	1084	762
HAMBI0253	HAMBI_1299	NA	NA	2	1
HAMBI0253	HAMBI_1842	NA	NA	0	0
HAMBI0253	HAMBI_1896	NA	NA	12	14
HAMBI0253	HAMBI_1923	NA	NA	4226	3468
HAMBI0253	HAMBI_1972	NA	NA	751	369
HAMBI0253	HAMBI_1977	NA	NA	1680	1654
HAMBI0253	HAMBI_1988	NA	NA	0	0
HAMBI0253	HAMBI_2159	NA	NA	4	4
HAMBI0253	HAMBI_2160	NA	NA	631	1035
HAMBI0253	HAMBI_2164	NA	NA	83	81
HAMBI0253	HAMBI_2443	NA	NA	0	0
HAMBI0253	HAMBI_2494	NA	NA	15	18
HAMBI0253	HAMBI_2659	NA	NA	11272	13876
HAMBI0253	HAMBI_2792	NA	NA	0	0
HAMBI0253	HAMBI_3031	NA	NA	0	0
HAMBI0253	HAMBI_3237	NA	NA	0	0
HAMBI0254	HAMBI_0006	NA	NA	161	110
HAMBI0254	HAMBI_0097	NA	NA	0	0
HAMBI0254	HAMBI_0105	NA	NA	909	1093
HAMBI0254	HAMBI_0262	NA	NA	0	0
HAMBI0254	HAMBI_0403	NA	NA	136	72
HAMBI0254	HAMBI_1279	NA	NA	9	6
HAMBI0254	HAMBI_1287	NA	NA	5333	3666
HAMBI0254	HAMBI_1292	NA	NA	1262	867
HAMBI0254	HAMBI_1299	NA	NA	2	1
HAMBI0254	HAMBI_1842	NA	NA	0	0
HAMBI0254	HAMBI_1896	NA	NA	1104	1328
HAMBI0254	HAMBI_1923	NA	NA	3339	2677
HAMBI0254	HAMBI_1972	NA	NA	895	430
HAMBI0254	HAMBI_1977	NA	NA	1972	1897
HAMBI0254	HAMBI_1988	NA	NA	0	0
HAMBI0254	HAMBI_2159	NA	NA	26	31
HAMBI0254	HAMBI_2160	NA	NA	548	879
HAMBI0254	HAMBI_2164	NA	NA	163	156
HAMBI0254	HAMBI_2443	NA	NA	0	0
HAMBI0254	HAMBI_2494	NA	NA	21	25
HAMBI0254	HAMBI_2659	NA	NA	12977	15611
HAMBI0254	HAMBI_2792	NA	NA	0	0
HAMBI0254	HAMBI_3031	NA	NA	0	0
HAMBI0254	HAMBI_3237	NA	NA	0	0
HAMBI0255	HAMBI_0006	NA	NA	14	9
HAMBI0255	HAMBI_0097	NA	NA	0	0
HAMBI0255	HAMBI_0105	NA	NA	539	659
HAMBI0255	HAMBI_0262	NA	NA	0	0
HAMBI0255	HAMBI_0403	NA	NA	222	120
HAMBI0255	HAMBI_1279	NA	NA	10	6
HAMBI0255	HAMBI_1287	NA	NA	4018	2808
HAMBI0255	HAMBI_1292	NA	NA	1021	713
HAMBI0255	HAMBI_1299	NA	NA	4	2
HAMBI0255	HAMBI_1842	NA	NA	0	0
HAMBI0255	HAMBI_1896	NA	NA	246	300
HAMBI0255	HAMBI_1923	NA	NA	2636	2149
HAMBI0255	HAMBI_1972	NA	NA	860	420
HAMBI0255	HAMBI_1977	NA	NA	1269	1241
HAMBI0255	HAMBI_1988	NA	NA	0	0
HAMBI0255	HAMBI_2159	NA	NA	14	17
HAMBI0255	HAMBI_2160	NA	NA	309	503
HAMBI0255	HAMBI_2164	NA	NA	77	75
HAMBI0255	HAMBI_2443	NA	NA	0	0
HAMBI0255	HAMBI_2494	NA	NA	17	20
HAMBI0255	HAMBI_2659	NA	NA	9876	12080
HAMBI0255	HAMBI_2792	NA	NA	0	0
HAMBI0255	HAMBI_3031	NA	NA	0	0
HAMBI0255	HAMBI_3237	NA	NA	0	0
HAMBI0256	HAMBI_0006	NA	NA	1	0
HAMBI0256	HAMBI_0097	NA	NA	0	0
HAMBI0256	HAMBI_0105	NA	NA	521	613
HAMBI0256	HAMBI_0262	NA	NA	0	0
HAMBI0256	HAMBI_0403	NA	NA	163	85
HAMBI0256	HAMBI_1279	NA	NA	8	5
HAMBI0256	HAMBI_1287	NA	NA	2788	1877
HAMBI0256	HAMBI_1292	NA	NA	862	580
HAMBI0256	HAMBI_1299	NA	NA	3	1
HAMBI0256	HAMBI_1842	NA	NA	0	0
HAMBI0256	HAMBI_1896	NA	NA	1627	1917
HAMBI0256	HAMBI_1923	NA	NA	2015	1582
HAMBI0256	HAMBI_1972	NA	NA	991	467
HAMBI0256	HAMBI_1977	NA	NA	237	223
HAMBI0256	HAMBI_1988	NA	NA	0	0
HAMBI0256	HAMBI_2159	NA	NA	4	4
